faixa_etaria,genero,etnia,idade,pcd,xp_profissional_prejudicada,uf_residencia,nivel_ensino,area_formacao,situacao_trabalho,cargo_atual,faixa_salarial,tempo_experiencia_dados,satisfacao_remuneracao,importancia_salario_escolha_emprego,satisfacao_beneficios,importancia_beneficios_escolha_emprego
40-44,Masculino,Branca,41,Não,,DF,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,0.0,1.0,0.0,1.0
40-44,Feminino,Preta,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Outra opção,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,0.0,0.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,RS,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,Acima de R$ 40.001/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,RJ,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,0.0,1.0,0.0,0.0
40-44,Masculino,Preta,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,,1.0,,0.0
40-44,Masculino,Parda,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Masculino,Amarela,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,0.0,1.0,0.0,1.0
40-44,Feminino,Amarela,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Outra opção,Servidor Público,,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,,1.0,,1.0
40-44,Masculino,Branca,41,Não,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,,Acima de R$ 40.001/mês,Mais de 10 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",RJ,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,0.0,1.0,1.0,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",PE,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,1.0,1.0,0.0,0.0
40-44,Masculino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,1.0,0.0,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RJ,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RS,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,1.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,1.0,1.0,1.0,1.0
40-44,Feminino,Branca,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Doutorado ou Phd,Química / Física,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Acima de R$ 40.001/mês,Mais de 10 anos,,1.0,,0.0
40-44,Feminino,Preta,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RS,Doutorado ou Phd,Outra opção,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,0.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Freelancer,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,0.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",DF,Doutorado ou Phd,Outra opção,Servidor Público,Analista de Dados/Data Analyst,de R$ 30.001/mês a R$ 40.000/mês,de 3 a 4 anos,,1.0,,1.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,,1.0,,0.0
40-44,Masculino,Prefiro não informar,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,1.0,1.0,1.0,1.0
40-44,Masculino,Branca,41,Não,,MG,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Analista de Suporte/Analista Técnico,de R$ 12.001/mês a R$ 16.000/mês,Não tenho experiência na área de dados,1.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,PR,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,1.0,1.0,0.0,0.0
40-44,Masculino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,BA,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Química / Física,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,1.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,,1.0,,1.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Arquiteto de Dados/Data Architect,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,0.0,,1.0
40-44,Feminino,Branca,41,Não,"Não acredito que minha experiência profissional seja afetada devido a esses fatores, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",PE,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,0.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,SP,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,RS,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,1.0
40-44,Masculino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Branca,42,Não,,PA,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Professor/Pesquisador,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Masculino,Branca,42,Não,,PR,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,1.0
40-44,Feminino,Branca,42,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SC,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Masculino,Branca,42,Não,,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,1.0,1.0,0.0,0.0
40-44,Masculino,Branca,42,Não,,SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,0.0,,0.0
40-44,Feminino,Branca,42,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,1.0,,1.0
40-44,Masculino,Branca,42,Não,,RS,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 30.001/mês a R$ 40.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Masculino,Branca,42,Não,,MS,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,1.0,1.0,1.0,1.0
40-44,Masculino,Branca,42,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,,0.0,,0.0
40-44,Masculino,Branca,42,Não,,RS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Feminino,Branca,42,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",DF,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Estatístico,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Parda,42,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,AL,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Masculino,Branca,42,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Branca,42,Não,,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,0.0,1.0,0.0,1.0
40-44,Masculino,Branca,42,Não,,SC,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,0.0,1.0,1.0,0.0
40-44,Masculino,Parda,42,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,DF,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,1.0,1.0,0.0,0.0
40-44,Masculino,Branca,42,Não,,SP,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empreendedor ou Empregado (CNPJ),,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Masculino,Branca,42,Não,,SP,Mestrado,Química / Física,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Preta,42,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,0.0
40-44,Masculino,Parda,42,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",RJ,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,1.0,,1.0
40-44,Masculino,Branca,42,Não,,RS,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Amarela,42,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,1.0,0.0,1.0
40-44,Masculino,Branca,42,Não,,PR,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,0.0,,0.0
40-44,Masculino,Branca,42,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,0.0,0.0,0.0
40-44,Masculino,Amarela,42,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Feminino,Preta,42,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RS,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Branca,42,Não,,SC,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Parda,42,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Masculino,Branca,42,Não,,SC,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Analista de BI/BI Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,1.0,0.0,0.0
40-44,Feminino,Parda,42,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,0.0
40-44,Masculino,Branca,42,Não,,RJ,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Parda,42,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,GO,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,1.0,,1.0
