faixa_etaria,genero,etnia,idade,pcd,xp_profissional_prejudicada,uf_residencia,nivel_ensino,area_formacao,situacao_trabalho,cargo_atual,faixa_salarial,tempo_experiencia_dados,satisfacao_remuneracao,importancia_salario_escolha_emprego,satisfacao_beneficios,importancia_beneficios_escolha_emprego
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,Acima de R$ 40.001/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Amarela,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SC,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,PR,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,PR,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,PE,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,,1.0,,1.0
30-34,Masculino,Parda,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SC,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,0.0,0.0,1.0
30-34,Masculino,Branca,32,Não,,PR,Pós-graduação,Outra opção,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",MG,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,RJ,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",MG,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analytics Engineer,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,0.0,,1.0
30-34,Masculino,Branca,32,Não,,MT,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,,0.0,,0.0
30-34,Masculino,Branca,32,Não,,ES,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,RS,Não tenho graduação formal,,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,PE,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,0.0,1.0,1.0,1.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,RJ,Pós-graduação,Outra opção,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Negócios/Business Analyst,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,CE,Doutorado ou Phd,Outra opção,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,1.0,1.0,0.0,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,0.0,0.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,RJ,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,1.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,RS,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,PR,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Outra opção,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,CE,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,0.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Preta,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RJ,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,0.0,1.0,0.0,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,1.0,1.0,0.0,0.0
30-34,Masculino,Amarela,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SC,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,Acima de R$ 40.001/mês,Mais de 10 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SC,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analytics Engineer,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,RS,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,1.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,PR,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,MG,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,1.0,1.0,0.0,1.0
30-34,Masculino,Branca,32,Não,,RS,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,0.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Preta,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",BA,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,RS,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,1.0,1.0,0.0,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",AL,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,1.0,1.0,0.0,0.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Analytics Engineer,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,,0.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Mestrado,Outra opção,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,0.0,,0.0
30-34,Masculino,Branca,32,Não,,MT,Doutorado ou Phd,Outra opção,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,,1.0,,0.0
30-34,Masculino,Amarela,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,RS,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,ES,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,RJ,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,1.0,1.0,1.0,0.0
30-34,Masculino,Branca,32,Não,,MT,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,1.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,SP,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,1.0,1.0,1.0,1.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analytics Engineer,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,0.0,,0.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,CE,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,,0.0,,0.0
30-34,Masculino,Branca,32,Não,,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",DF,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Outro,Branca,32,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",SP,Pós-graduação,Outra opção,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,0.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,0.0,1.0,0.0,0.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Masculino,Preta,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,0.0
30-34,Masculino,Indígena,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MA,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,PR,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SC,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,BA,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,1.0,1.0,1.0,1.0
30-34,Masculino,Branca,32,Não,,MS,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Feminino,Parda,32,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RS,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,1.0,,1.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RS,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Amarela,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RS,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Outra opção,Empregado (CLT),Outra Opção,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,0.0,,0.0
30-34,Masculino,Preta,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",MT,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,de R$ 2.001/mês a R$ 3.000/mês,de 7 a 10 anos,0.0,0.0,0.0,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RS,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,0.0,,0.0
30-34,Feminino,Preta,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",MA,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,,1.0,,0.0
30-34,Feminino,Amarela,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",PR,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Outras Engenharias (não inclui dev),de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,0.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,0.0,0.0,1.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Química / Física,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SC,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,RS,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,1.0,1.0,0.0,0.0
30-34,Masculino,Preta,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,AL,Doutorado ou Phd,Química / Física,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,1.0,0.0,0.0,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,0.0,1.0,0.0,1.0
